INSTANCE,HH,MODEL,SIZE
random_8_75_25.vcp,12,GaussianNB(),VCP-Training-50NAs
random_8_75_50.vcp,18,GaussianNB(),VCP-Training-50NAs
random_90_25_25.vcp,5,GaussianNB(),VCP-Training-50NAs
random_90_25_50.vcp,9,GaussianNB(),VCP-Training-50NAs
random_90_50_25.vcp,7,GaussianNB(),VCP-Training-50NAs
random_90_50_50.vcp,13,GaussianNB(),VCP-Training-50NAs
random_90_75_25.vcp,11,GaussianNB(),VCP-Training-50NAs
random_90_75_50.vcp,18,GaussianNB(),VCP-Training-50NAs
random_91_25_25.vcp,7,GaussianNB(),VCP-Training-50NAs
random_91_25_50.vcp,9,GaussianNB(),VCP-Training-50NAs
random_91_50_25.vcp,8,GaussianNB(),VCP-Training-50NAs
random_91_50_50.vcp,12,GaussianNB(),VCP-Training-50NAs
random_91_75_25.vcp,11,GaussianNB(),VCP-Training-50NAs
random_91_75_50.vcp,19,GaussianNB(),VCP-Training-50NAs
random_92_25_25.vcp,5,GaussianNB(),VCP-Training-50NAs
random_92_25_50.vcp,9,GaussianNB(),VCP-Training-50NAs
random_92_50_25.vcp,9,GaussianNB(),VCP-Training-50NAs
random_92_50_50.vcp,14,GaussianNB(),VCP-Training-50NAs
random_92_75_25.vcp,11,GaussianNB(),VCP-Training-50NAs
random_92_75_50.vcp,20,GaussianNB(),VCP-Training-50NAs
random_93_25_25.vcp,6,GaussianNB(),VCP-Training-50NAs
random_93_25_50.vcp,10,GaussianNB(),VCP-Training-50NAs
random_93_50_25.vcp,8,GaussianNB(),VCP-Training-50NAs
random_93_50_50.vcp,13,GaussianNB(),VCP-Training-50NAs
random_93_75_25.vcp,12,GaussianNB(),VCP-Training-50NAs
random_93_75_50.vcp,18,GaussianNB(),VCP-Training-50NAs
random_94_25_25.vcp,7,GaussianNB(),VCP-Training-50NAs
random_94_25_50.vcp,9,GaussianNB(),VCP-Training-50NAs
random_94_50_25.vcp,8,GaussianNB(),VCP-Training-50NAs
random_94_50_50.vcp,14,GaussianNB(),VCP-Training-50NAs
random_94_75_25.vcp,11,GaussianNB(),VCP-Training-50NAs
random_94_75_50.vcp,18,GaussianNB(),VCP-Training-50NAs
random_95_25_25.vcp,6,GaussianNB(),VCP-Training-50NAs
random_95_25_50.vcp,8,GaussianNB(),VCP-Training-50NAs
random_95_50_25.vcp,8,GaussianNB(),VCP-Training-50NAs
random_95_50_50.vcp,12,GaussianNB(),VCP-Training-50NAs
random_95_75_25.vcp,12,GaussianNB(),VCP-Training-50NAs
random_95_75_50.vcp,18,GaussianNB(),VCP-Training-50NAs
random_96_25_25.vcp,5,GaussianNB(),VCP-Training-50NAs
random_96_25_50.vcp,8,GaussianNB(),VCP-Training-50NAs
random_96_50_25.vcp,9,GaussianNB(),VCP-Training-50NAs
random_96_50_50.vcp,14,GaussianNB(),VCP-Training-50NAs
random_96_75_25.vcp,12,GaussianNB(),VCP-Training-50NAs
random_96_75_50.vcp,19,GaussianNB(),VCP-Training-50NAs
random_97_25_25.vcp,5,GaussianNB(),VCP-Training-50NAs
random_97_25_50.vcp,8,GaussianNB(),VCP-Training-50NAs
random_97_50_25.vcp,8,GaussianNB(),VCP-Training-50NAs
random_97_50_50.vcp,13,GaussianNB(),VCP-Training-50NAs
random_97_75_25.vcp,12,GaussianNB(),VCP-Training-50NAs
random_97_75_50.vcp,20,GaussianNB(),VCP-Training-50NAs
random_98_25_25.vcp,6,GaussianNB(),VCP-Training-50NAs
random_98_25_50.vcp,8,GaussianNB(),VCP-Training-50NAs
random_98_50_25.vcp,7,GaussianNB(),VCP-Training-50NAs
random_98_50_50.vcp,12,GaussianNB(),VCP-Training-50NAs
random_98_75_25.vcp,11,GaussianNB(),VCP-Training-50NAs
random_98_75_50.vcp,19,GaussianNB(),VCP-Training-50NAs
random_99_25_25.vcp,6,GaussianNB(),VCP-Training-50NAs
random_99_25_50.vcp,7,GaussianNB(),VCP-Training-50NAs
random_99_50_25.vcp,8,GaussianNB(),VCP-Training-50NAs
random_99_50_50.vcp,12,GaussianNB(),VCP-Training-50NAs
random_99_75_25.vcp,10,GaussianNB(),VCP-Training-50NAs
random_99_75_50.vcp,18,GaussianNB(),VCP-Training-50NAs
random_9_25_25.vcp,6,GaussianNB(),VCP-Training-50NAs
random_9_25_50.vcp,9,GaussianNB(),VCP-Training-50NAs
random_9_50_25.vcp,9,GaussianNB(),VCP-Training-50NAs
random_9_50_50.vcp,14,GaussianNB(),VCP-Training-50NAs
random_9_75_25.vcp,12,GaussianNB(),VCP-Training-50NAs
random_9_75_50.vcp,20,GaussianNB(),VCP-Training-50NAs
geom_100_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_100_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_10_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_10_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_11_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_11_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_12_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_12_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_13_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_13_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_14_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_14_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_15_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_15_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_16_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_16_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_17_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_17_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_18_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_18_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_19_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_19_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_1_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_1_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_20_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_20_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_21_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_21_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_22_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_22_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_23_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_23_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_24_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_24_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_25_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_25_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_26_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_26_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_27_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_27_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_28_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_28_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_29_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_29_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_2_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_2_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_30_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_30_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_31_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_31_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_32_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_32_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_33_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_33_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_34_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_34_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_35_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_35_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_36_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_36_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_37_25.vcp,10,GaussianNB(),VCP-Training-50NAs
geom_37_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_38_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_38_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_39_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_39_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_3_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_3_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_40_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_40_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_41_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_41_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_42_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_42_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_43_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_43_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_44_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_44_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_45_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_45_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_46_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_46_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_47_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_47_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_48_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_48_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_49_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_49_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_4_25.vcp,10,GaussianNB(),VCP-Training-50NAs
geom_4_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_50_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_50_50.vcp,11,GaussianNB(),VCP-Training-50NAs
geom_51_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_51_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_52_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_52_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_53_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_53_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_54_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_54_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_55_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_55_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_56_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_56_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_57_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_57_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_58_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_58_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_59_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_59_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_5_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_5_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_60_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_60_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_61_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_61_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_62_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_62_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_63_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_63_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_64_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_64_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_65_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_65_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_66_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_66_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_67_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_67_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_68_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_68_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_69_25.vcp,10,GaussianNB(),VCP-Training-50NAs
geom_69_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_6_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_6_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_70_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_70_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_71_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_71_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_72_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_72_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_73_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_73_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_74_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_74_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_75_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_75_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_76_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_76_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_77_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_77_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_78_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_78_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_79_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_79_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_7_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_7_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_80_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_80_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_81_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_81_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_82_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_82_50.vcp,16,GaussianNB(),VCP-Training-50NAs
geom_83_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_83_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_84_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_84_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_85_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_85_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_86_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_86_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_87_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_87_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_88_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_88_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_89_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_89_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_8_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_8_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_90_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_90_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_91_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_91_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_92_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_92_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_93_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_93_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_94_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_94_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_95_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_95_50.vcp,14,GaussianNB(),VCP-Training-50NAs
geom_96_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_96_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_97_25.vcp,9,GaussianNB(),VCP-Training-50NAs
geom_97_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_98_25.vcp,7,GaussianNB(),VCP-Training-50NAs
geom_98_50.vcp,13,GaussianNB(),VCP-Training-50NAs
geom_99_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_99_50.vcp,12,GaussianNB(),VCP-Training-50NAs
geom_9_25.vcp,8,GaussianNB(),VCP-Training-50NAs
geom_9_50.vcp,13,GaussianNB(),VCP-Training-50NAs
random_100_25_25.vcp,5,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_100_25_50.vcp,7,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_100_50_25.vcp,7,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_100_50_50.vcp,13,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_100_75_25.vcp,13,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_100_75_50.vcp,20,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_10_25_25.vcp,5,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_10_25_50.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_10_50_25.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_10_50_50.vcp,13,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_10_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_10_75_50.vcp,19,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_11_25_25.vcp,5,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_11_25_50.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_11_50_25.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_11_50_50.vcp,13,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_11_75_25.vcp,12,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_11_75_50.vcp,18,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_12_25_25.vcp,6,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_12_25_50.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_12_50_25.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_12_50_50.vcp,13,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_12_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_12_75_50.vcp,21,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_13_25_25.vcp,7,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_13_25_50.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_13_50_25.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_13_50_50.vcp,12,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_13_75_25.vcp,13,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_13_75_50.vcp,19,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_14_25_25.vcp,5,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_14_25_50.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_14_50_25.vcp,7,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_14_50_50.vcp,12,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_14_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_14_75_50.vcp,19,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_15_25_25.vcp,5,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_15_25_50.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_15_50_25.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_15_50_50.vcp,14,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_15_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_15_75_50.vcp,20,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_16_25_25.vcp,5,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_16_25_50.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_16_50_25.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_16_50_50.vcp,14,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_16_75_25.vcp,12,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_16_75_50.vcp,19,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_17_25_25.vcp,5,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_17_25_50.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_17_50_25.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_17_50_50.vcp,14,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_17_75_25.vcp,12,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_17_75_50.vcp,19,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_18_25_25.vcp,6,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_18_25_50.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_18_50_25.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_18_50_50.vcp,12,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_18_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_18_75_50.vcp,19,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_19_25_25.vcp,5,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_19_25_50.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_19_50_25.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_19_50_50.vcp,12,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_19_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_19_75_50.vcp,20,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_1_25_25.vcp,6,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_1_25_50.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_1_50_25.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_1_50_50.vcp,13,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_1_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_1_75_50.vcp,19,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_20_25_25.vcp,6,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_20_25_50.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_20_50_25.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_20_50_50.vcp,13,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_20_75_25.vcp,12,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_20_75_50.vcp,20,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_21_25_25.vcp,5,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_21_25_50.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_21_50_25.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_21_50_50.vcp,13,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_21_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_21_75_50.vcp,20,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_22_25_25.vcp,6,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_22_25_50.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_22_50_25.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_22_50_50.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_22_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_22_75_50.vcp,20,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_23_25_25.vcp,6,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_23_25_50.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_23_50_25.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_23_50_50.vcp,14,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_23_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_23_75_50.vcp,21,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_24_25_25.vcp,5,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_24_25_50.vcp,7,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_24_50_25.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_24_50_50.vcp,13,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_24_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_24_75_50.vcp,19,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_25_25_25.vcp,5,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_25_25_50.vcp,8,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_25_50_25.vcp,7,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_25_50_50.vcp,12,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_25_75_25.vcp,12,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_25_75_50.vcp,17,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_26_25_25.vcp,6,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_26_25_50.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_26_50_25.vcp,9,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_26_50_50.vcp,12,MultinomialNB(force_alpha=True),VCP-Training-00NAs
random_26_75_25.vcp,11,MultinomialNB(force_alpha=True),VCP-Training-00NAs
